TSST_Arith_Loop.thisRepN,TSST_Arith_Loop.thisTrialN,TSST_Arith_Loop.thisN,TSST_Arith_Loop.thisIndex,Block,StartingNumber,thisRow.t,notes,TSST_instruction_start.started,tsst_instruction_text.started,TSST_instruction_start.stopped,TSST_ARITH_TASK.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.012581083021359518,0.02521829100442119,1.9385178750089835,,859600,001,2025-11-27_08h10.30.363,TSST_fnirs_V4_ARITH,2024.1.4,None,2025-11-27 08h10.37.438259 -0400,
,,,,,,,,,,,1.9449824160255957,,,,,,,,
