thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013815708982292563,0.022462333989096805,16.590796708973357,,,800002,001,2025-11-27_20h12.58.238,TSST_fnirs_V4_FULL,2024.1.4,None,2025-11-27 20h13.13.668498 -0400,
,,,,,16.590838124975562,16.608963833976304,,,,,,,,
