CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,FIXATION.stopped,CTL1_TASK.started,CTL1_TASK.stopped,CTL1_PAUSE.started,CTL1_PAUSE.stopped,task_end.started,task_end_text.started,task_end.stopped,CTL2_instruction_start.started,ctl2_instruction_text.started,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,,,,,0.015372750000096858,0.036505666001175996,5.0605622500006575,,,,,,,,,,,,,469091,001,2026-01-29_12h32.38.911,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 12h32.49.670838 -0400,
,,,,,,,,,5.060787665999669,5.086452499999723,5.927327541001432,,,,,,,,,,469091,001,2026-01-29_12h32.38.911,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 12h32.49.670838 -0400,
0,0,0,0,5.96316020800441,,,,,,,,5.930312041004072,5.935046541002521,5.935067791004258,5.938263832998928,,,,,,469091,001,2026-01-29_12h32.38.911,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 12h32.49.670838 -0400,
,,,,,,,,,,,,,,,,5.938392832998943,5.96316020800441,6.627540291003243,,,469091,001,2026-01-29_12h32.38.911,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 12h32.49.670838 -0400,
,,,,,,,,,,,,,,,,,,,7.233701208002458,7.241458000004059,,,,,,,,,,,
