thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,0.020625166973331943,0.03327629197156057,4.301569458999438,,640990,001,2026-02-09_10h00.51.066,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-02-09 10h01.41.265767 -0400,
,,,,,4.301748083991697,,,,,,,,,,,
