CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,CTL1_TASK.started,start_tone.started,read_number.started,start_tone.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014230415981728584,0.031739166006445885,1.4189889580011368,,,,,182028,001,2025-10-16_08h46.26.003,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-10-16 08h46.33.611998 -0300,
,,,,1.4315068749710917,,,,,1.4228082909830846,1.43427341664598,1.6160039159585722,1.6328790829866193,,,,,,,,
