CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,CTL1_TASK.started,start_tone.started,start_tone.stopped,read_number.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.09115970018319786,0.09584930003620684,0.9793635001406074,,,,,106903,001,2025-11-27_10h24.03.233,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-11-27 10h24.06.845318 -0400,
,,,,0.9929928001947701,,,,,0.9800327001139522,0.9929870668022583,1.1948500000871718,1.1948500000871718,,,,,,,,
