CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,CTL1_TASK.started,start_tone.started,start_tone.stopped,read_number.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07903499994426966,0.08350119995884597,0.6281115000601858,,,,,766574,001,2025-11-27_10h08.59.454,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-11-27 10h09.03.073428 -0400,
,,,,0.6417084999848157,,,,,0.6288534000050277,0.6416900666120152,0.8417050999123603,0.8417050999123603,,,,,,,,
