thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0696765000002415,0.07313640000029409,5.1112755000003744,,,009390,001,2025-12-09_18h12.50.438,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-12-09 18h12.54.052314 -0400,
,,,,,5.111322400000063,5.114350000000741,,,,,,,,
