TSST_Arith_Loop.thisRepN,TSST_Arith_Loop.thisTrialN,TSST_Arith_Loop.thisN,TSST_Arith_Loop.thisIndex,Block,StartingNumber,thisRow.t,notes,FIXATION.started,fixation_cross.started,FIXATION.stopped,TSST_instruction_start.started,tsst_instruction_text.started,TSST_instruction_start.stopped,TSST_ARITH_TASK.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.06970619999992778,0.07271529999979975,30.00216999999975,,,,,748067,001,2025-12-09_18h17.21.563,TSST_fnirs_V4_ARITH,2024.1.4,None,2025-12-09 18h17.25.307759 -0400,
,,,,,,,,,,,30.002206099999967,30.00906869999926,33.651769799999784,,748067,001,2025-12-09_18h17.21.563,TSST_fnirs_V4_ARITH,2024.1.4,None,2025-12-09 18h17.25.307759 -0400,
,,,,,,,,,,,,,,33.67164909999974,,,,,,,,
