TSST_Arith_Loop.thisRepN,TSST_Arith_Loop.thisTrialN,TSST_Arith_Loop.thisN,TSST_Arith_Loop.thisIndex,Block,StartingNumber,thisRow.t,notes,TSST_instruction_start.started,tsst_instruction_text.started,TSST_instruction_start.stopped,TSST_ARITH_TASK.started,start_tone_3.started,subtract_number_TSST.started,start_tone_3.stopped,TSST_ARITH_TASK.stopped,TSST_ARITH_PAUSE.started,tsst_start_pause_tone.started,subtract_pausing_TSST.started,tsst_start_pause_tone.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.06498830000055023,0.06799540000065463,28.997210099994845,,,,,,,,,,testnov13,001,2025-11-13_16h07.38.830,TSST_fnirs_V4_ARITH,2024.1.4,None,2025-11-13 16h07.51.296324 -0400,
,,,,,,29.028349599997455,,,,,29.01865700000053,29.027581133334508,29.028349599997455,29.228826300000947,69.00093149999884,69.0009643999947,69.0175254666649,69.0093257999979,69.21880149999924,,,,,,,,
