CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,FIXATION.stopped,CTL1_TASK.started,CTL1_TASK.stopped,CTL1_PAUSE.started,CTL1_PAUSE.stopped,task_end.started,task_end_text.started,task_end.stopped,CTL2_instruction_start.started,ctl2_instruction_text.started,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,,,,,0.010307709000016985,0.02020245900007467,1.3599932090000948,,,,,,,,,,,,,911337,001,2026-01-29_13h54.11.698,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 13h54.27.031176 -0400,
,,,,,,,,,1.3601892920000864,1.3802820000000793,2.718335042000035,,,,,,,,,,911337,001,2026-01-29_13h54.11.698,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 13h54.27.031176 -0400,
0,0,0,0,2.7502657500001533,,,,,,,,2.7220929170000545,2.7265609170001426,2.7265818750001927,2.7296887500001503,,,,,,911337,001,2026-01-29_13h54.11.698,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 13h54.27.031176 -0400,
,,,,,,,,,,,,,,,,2.729742750000014,2.7502657500001533,3.773705625000048,,,911337,001,2026-01-29_13h54.11.698,TSST_fnirs_V6_FULL,2024.1.4,Fullscreen,3,MacBook Pro Speakers,None,2026-01-29 13h54.27.031176 -0400,
,,,,,,,,,,,,,,,,,,,10.458365250000043,10.485762000000022,,,,,,,,,,,
