CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,FIXATION.stopped,CTL1_TASK.started,CTL1_TASK.stopped,CTL1_PAUSE.started,CTL1_PAUSE.stopped,task_end.started,task_end_text.started,task_end.stopped,CTL2_instruction_start.started,ctl2_instruction_text.started,CTL2_instruction_start.stopped,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,,,,,0.01019412499590544,0.021015416998125147,4.495917208994797,,,,,,,,,,,,,,566632,001,2026-01-29_12h33.20.631,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h33.31.397467 -0400,
,,,,,,,,,4.496113041997887,4.525290375000623,6.198508208995918,,,,,,,,,,,566632,001,2026-01-29_12h33.20.631,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h33.31.397467 -0400,
0,0,0,0,6.225817083999573,,,,,,,,6.200567166997644,6.204638666997198,6.2046592499973485,6.207612958998652,,,,,,,566632,001,2026-01-29_12h33.20.631,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h33.31.397467 -0400,
,,,,,,,,,,,,,,,,6.207663458997558,6.225817083999573,7.394862916997226,,,,566632,001,2026-01-29_12h33.20.631,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h33.31.397467 -0400,
,,,,,,,,,,,,,,,,,,,15.936882041998615,15.94499704199552,22.778927374994964,566632,001,2026-01-29_12h33.20.631,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h33.31.397467 -0400,
,,,,,,,,,22.779175958996348,22.798430541995913,,,,,,,,,,,,,,,,,,,,,,
