thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,0.01948108300007334,0.027829875000179527,,,,,,,,,,,
