CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,CTL1_TASK.started,start_tone.started,start_tone.stopped,read_number.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.07297169999992548,0.08166399999993246,1.3533378999999286,,,,,424440,001,2025-12-09_17h14.46.073,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-12-09 17h14.51.416518 -0400,
,,,,1.370463799999925,,,,,1.3538976999999477,1.3790218333333162,1.5954421000000139,1.5954421000000139,,,,,,,,
