thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.06759599999986676,0.07196449999992183,1.978708099999949,,,493741,001,2025-12-09_17h41.53.815,TSST_fnirs_V4_CONTROL,2024.1.4,None,2025-12-09 17h41.58.015988 -0400,
,,,,,1.9787545999997747,1.9914254999998775,,,,,,,,
