thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,0.017023624997818843,0.03645516699180007,10.899922125012381,,060103,001,2026-02-09_09h47.43.628,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-02-09 09h49.38.685972 -0400,
,,,,,10.900141082995106,,,,,,,,,,,
