CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,CTL1_TASK.started,start_tone.started,read_number.started,start_tone.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01767166703939438,0.03294116700999439,3.7555599579936825,,,,,175627,001,2025-10-16_07h52.17.431,TSST_fnirs_V3_FULL,2024.1.4,None,2025-10-16 07h52.26.178945 -0300,
,,,,3.7677284580422565,,,,,3.759260541992262,3.7714711246701578,3.9574790420010686,3.969606750004459,,,,,,,,
