CTL1_Loop.thisRepN,CTL1_Loop.thisTrialN,CTL1_Loop.thisN,CTL1_Loop.thisIndex,thisRow.t,notes,CTL1_instruction_start.started,ctl1_instruction_text.started,CTL1_instruction_start.stopped,FIXATION.started,fixation_cross.started,FIXATION.stopped,CTL1_TASK.started,CTL1_TASK.stopped,CTL1_PAUSE.started,CTL1_PAUSE.stopped,task_end.started,task_end_text.started,task_end.stopped,CTL2_instruction_start.started,ctl2_instruction_text.started,CTL2_instruction_start.stopped,participant,session,date,expName,psychopyVersion,Fullscreen,Screen No.,Audio Device,frameRate,expStart,
,,,,,,0.010062542001833208,0.02194700000109151,5.369073750000098,,,,,,,,,,,,,,860159,001,2026-01-29_12h22.58.589,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h23.06.756739 -0400,
,,,,,,,,,5.369280875005643,5.391712791999453,7.036672958005511,,,,,,,,,,,860159,001,2026-01-29_12h22.58.589,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h23.06.756739 -0400,
0,0,0,0,7.063714000003529,,,,,,,,7.04044720800448,7.044409333000658,7.044440042001952,7.047361917000671,,,,,,,860159,001,2026-01-29_12h22.58.589,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h23.06.756739 -0400,
,,,,,,,,,,,,,,,,7.047416042005352,7.063714000003529,11.7740969170045,,,,860159,001,2026-01-29_12h22.58.589,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h23.06.756739 -0400,
,,,,,,,,,,,,,,,,,,,49.2379014170001,49.28861387500365,56.774628083003336,860159,001,2026-01-29_12h22.58.589,TSST_fnirs_V6_FULL,2024.1.4,Windowed,3,MacBook Pro Speakers,None,2026-01-29 12h23.06.756739 -0400,
,,,,,,,,,56.774905333004426,56.78340625000419,,,,,,,,,,,,,,,,,,,,,,
